,name,price_type,rating,rating_count,url,click,view
248,warriorsoftitus,prerelease,4.81,31,https://sidequestvr.com/app/540/warriors-of-titus,16.3k,78.5k
249,cactuscowboy-plantsatwar,free,4.82,38,https://sidequestvr.com/app/7828/cactus-cowboy-plants-at-war,15.5k,27.7k
250,yupitergrad:sneakipeaki,free,4.83,6,https://sidequestvr.com/app/3533/yupitergrad-sneaki-peaki,18.6k,55.7k
251,pokemonvrbut(readdescription),free,3.76,29,https://sidequestvr.com/app/1337/pokemon-vr-but-read-description,16.8k,136.8k
252,bigbatvr,free,3.5,2,https://sidequestvr.com/app/5475/big-bat-vr,18.8k,30.2k
253,restinpieces-sidequest,paid,4.05,21,https://sidequestvr.com/app/1278/rest-in-pieces-sidequest,17.2k,97.1k
254,guitarstrummer,free,4.4,5,https://sidequestvr.com/app/1900/guitar-strummer,18.4k,47k
255,bowtales,prerelease,4.29,38,https://sidequestvr.com/app/1228/bow-tales,15.5k,42.4k
256,speedcube,paidprerelease,4.29,7,https://sidequestvr.com/app/1249/speed-cube,18.2k,43.3k
257,soundstage,opensource,4.85,39,https://sidequestvr.com/app/360/soundstage,14.9k,41.3k
258,backroomsnolongerindevelopment,prerelease,4.11,28,https://sidequestvr.com/app/7373/backrooms-no-longer-in-development,16.4k,48.1k
259,fearthelightsout-demo,demo,4.57,7,https://sidequestvr.com/app/1575/fear-the-lights-out-demo,18k,45.7k
260,bricksvr,paidprerelease,4.89,18,https://sidequestvr.com/app/3447/bricksvr,16.8k,56.7k
261,deepwatersoloclimbing,demo,4.77,13,https://sidequestvr.com/app/278/deep-water-solo-climbing,17.3k,81.5k
262,monkeymischief,free,4.08,36,https://sidequestvr.com/app/8580/monkey-mischief,15.5k,25.4k
263,powerbeatsvr-vrfitness,paid,4.93,42,https://sidequestvr.com/app/4680/powerbeatsvr-vr-fitness,14k,37.6k
264,hoverquestdemo,demo,4.61,31,https://sidequestvr.com/app/249/hover-quest-demo,15.3k,60.2k
265,customhome:sharkreefwithunderwatersoundormusic,free,4.75,16,https://sidequestvr.com/app/3927/custom-home-shark-reef-with-underwater-sound-or-music,16.7k,30.5k
266,backroomsvr,prerelease,3.96,28,https://sidequestvr.com/app/8805/backrooms-vr,15.9k,38.3k
267,fantasyarena,free,4.53,15,https://sidequestvr.com/app/6952/fantasy-arena,16.7k,54.1k
268,saberthingforoculusquest,prerelease,4.88,33,https://sidequestvr.com/app/407/saber-thing-for-oculus-quest,14.8k,47.8k
269,spacepilotalliance,paid,4.29,24,https://sidequestvr.com/app/169/space-pilot-alliance,15.9k,84.2k
270,vikingdaysremaster,paid,4.83,72,https://sidequestvr.com/app/5853/viking-days-remaster,11.1k,37.2k
271,animepowerupsimulator,free,3.5,6,https://sidequestvr.com/app/7331/anime-power-up-simulator,17.5k,40.2k
272,backrooms,free,4.13,16,https://sidequestvr.com/app/7544/backrooms,16.5k,25.3k
273,x-fitness-demo,demo,4.85,27,https://sidequestvr.com/app/2460/x-fitness-demo,15k,42.4k
274,firststepswithhandtracking,free,3.89,9,https://sidequestvr.com/app/3358/first-steps-with-hand-tracking,16.5k,27.7k
275,thepassage,free,4.48,29,https://sidequestvr.com/app/5848/the-passage,14.5k,47.5k
276,onepunch,free,4.72,29,https://sidequestvr.com/app/1081/one-punch,14.4k,60.3k
277,ultrasclashv,paidprerelease,4.29,24,https://sidequestvr.com/app/5951/ultrasclash-v,15k,49.4k
278,warplanes:battlesoverpacific,paid,4.36,25,https://sidequestvr.com/app/7809/warplanes-battles-over-pacific,14.7k,26.1k
279,simpletheremin,free,4.71,7,https://sidequestvr.com/app/1957/simple-theremin,16.2k,46.6k
280,surviveit,paidprerelease,5.0,2,https://sidequestvr.com/app/3365/survive-it,16.6k,32k
281,cleansheet,paid,5.0,7,https://sidequestvr.com/app/6132/cleansheet,16.1k,38.9k
282,firstpersontennis-therealtennissimulator,paid,4.54,13,https://sidequestvr.com/app/5502/first-person-tennis-the-real-tennis-simulator,15.5k,29.4k
283,ghostleaguepre-alphademo,demo,4.21,24,https://sidequestvr.com/app/995/ghost-league-pre-alpha-demo,14.6k,61.7k
284,customhome:peachscastleinterior,free,4.25,8,https://sidequestvr.com/app/4304/custom-home-peachs-castle-interior,15.9k,28.1k
285,swingmaster3000,free,3.2,5,https://sidequestvr.com/app/4552/swing-master-3000,16.2k,56.7k
286,realcommodore64-virtually,free,4.58,26,https://sidequestvr.com/app/3820/real-commodore-64-virtually,14.2k,36.6k
287,matchpointtennis-freedemo,free,4.17,6,https://sidequestvr.com/app/5137/match-point-tennis-free-demo,16k,26.3k
288,towerworkout,free,4.85,13,https://sidequestvr.com/app/1002/tower-workout,15.2k,66.2k
289,quake3quest,free,4.91,54,https://sidequestvr.com/app/8601/quake3quest,11k,37.8k
290,edenunearthedapplab,free,3.38,8,https://sidequestvr.com/app/5383/eden-unearthed-app-lab,15.7k,47.8k
291,reflexunit2,paid,4.75,28,https://sidequestvr.com/app/615/reflex-unit-2,13.4k,106.6k
292,vrplayer,free,3.89,9,https://sidequestvr.com/app/268/vr-player,15.4k,38.9k
293,handposingtool:piratesdemo,opensource,5.0,10,https://sidequestvr.com/app/2278/hand-posing-tool-pirates-demo,15k,46.6k
294,deadeffect2,paid,4.22,9,https://sidequestvr.com/app/4515/dead-effect-2,15.2k,31.7k
295,justhoops,paid,3.5,4,https://sidequestvr.com/app/3969/just-hoops,15.7k,37.2k
296,alvrnightly-oculusquest,opensource,2.33,3,https://sidequestvr.com/app/2281/alvr-nightly-oculus-quest,15.8k,44.3k
297,groovefitkingdom!,free,4.62,34,https://sidequestvr.com/app/1237/groove-fit-kingdom,12.7k,42.1k
298,sweepervr,free,4.4,10,https://sidequestvr.com/app/203/sweepervr,14.9k,39.5k
299,experimenta1t,free,3.62,21,https://sidequestvr.com/app/243/experiment-a1t,14.2k,70.7k
300,luna:episode1-leftbehind(demo),demo,4.57,30,https://sidequestvr.com/app/5829/luna-episode-1-left-behind-demo,12.8k,43k
301,mrtk-questplayground,opensource,4.92,12,https://sidequestvr.com/app/430/mrtk-quest-playground,14.4k,33.6k
302,mk1driven,demo,3.38,8,https://sidequestvr.com/app/4902/mk1-driven,15k,35.8k
303,shotwood,paid,5.0,6,https://sidequestvr.com/app/5573/shotwood,14.9k,52.9k
304,simpleplankexperience,prerelease,3.14,14,https://sidequestvr.com/app/436/simple-plank-experience,14.6k,34.9k
305,dungeonofnekros,free,4.0,2,https://sidequestvr.com/app/4831/dungeon-of-nekros,15.2k,52.2k
306,vrtankz!,free,3.56,25,https://sidequestvr.com/app/534/vr-tankz,13.5k,89.4k
307,virtualbarbershop,paidprerelease,5.0,1,https://sidequestvr.com/app/5565/virtual-barbershop,15.2k,28.2k
308,customhome:fortnitebattleroyalebusskyview,free,4.17,6,https://sidequestvr.com/app/8095/custom-home-fortnite-battle-royale-bus-sky-view,14.7k,40.4k
309,demonrush,free,3.67,3,https://sidequestvr.com/app/5036/demon-rush,14.9k,48k
310,zombieinvasionquest,prerelease,4.07,14,https://sidequestvr.com/app/1987/zombie-invasion-quest,13.9k,60.9k
311,snapshotvr,prerelease,4.79,29,https://sidequestvr.com/app/6424/snapshot-vr,12.3k,37.7k
312,bulletroulette,paid,4.5,4,https://sidequestvr.com/app/5065/bullet-roulette,14.7k,31.6k
313,questdrive,free,3.55,11,https://sidequestvr.com/app/220/questdrive,14.2k,43.7k
314,themeparksimulator:rollercoasterparadisevr,demo,3.0,1,https://sidequestvr.com/app/5717/theme-park-simulator-rollercoaster-paradise-vr,14.9k,34.3k
315,dragondancevr,free,4.6,15,https://sidequestvr.com/app/1082/dragon-dance-vr,13.6k,57.6k
316,cyberquestvr,free,2.56,9,https://sidequestvr.com/app/1286/cyber-quest-vr,14.5k,65.4k
317,taverntales:tabletopadventures,prerelease,4.71,24,https://sidequestvr.com/app/501/tavern-tales-tabletop-adventures,12.5k,43.6k
318,thefinalovers,free,4.24,49,https://sidequestvr.com/app/2109/the-final-overs,,
319,customhome:pokecentre-swordandshield,free,3.83,6,https://sidequestvr.com/app/3981/custom-home-pokecentre-sword-and-shield,14.1k,44.2k
320,customhome:minecraftgodvalley,free,3.0,1,https://sidequestvr.com/app/3977/custom-home-minecraft-god-valley,14.5k,38.5k
321,david,paid,4.29,21,https://sidequestvr.com/app/2628/david,12.7k,59.8k
322,requiemindminor(testonly),prerelease,3.0,19,https://sidequestvr.com/app/365/requiem-in-d-minor-test-only,13.3k,71.3k
323,dungeontrain-procedurallooter-trainofdecay,paidprerelease,4.44,61,https://sidequestvr.com/app/522/dungeon-train-procedural-looter-train-of-decay,9k,73.6k
324,squash-up,prerelease,4.09,11,https://sidequestvr.com/app/1407/squash-up,13.4k,57k
325,squadronone,free,4.65,17,https://sidequestvr.com/app/5087/squadron-one,12.7k,50.6k
326,vrescaperoom,free,3.65,17,https://sidequestvr.com/app/1389/vr-escape-room,12.9k,26k
327,customhome:r.p.d.raccoonpolicedepartment-residentevil2remake,free,5.0,12,https://sidequestvr.com/app/6569/custom-home-rpd-raccoon-police-department-resident-evil-2-remake,13k,36.2k
328,jigsaw360,paid,4.6,30,https://sidequestvr.com/app/25/jigsaw-360,11.3k,49.1k
329,customhome:rick'ssecrettoilet,free,4.71,7,https://sidequestvr.com/app/4330/custom-home-ricks-secret-toilet,13.4k,31.2k
330,blanketworks,free,4.77,13,https://sidequestvr.com/app/1030/blanketworks,12.6k,47k
331,scrap-testarea,demo,4.72,29,https://sidequestvr.com/app/1819/scrap-test-area,11.1k,29.4k
332,averypottervrgame,free,4.31,35,https://sidequestvr.com/app/7348/a-very-potter-vr-game,10.8k,28.5k
333,proshottennis,prerelease,4.38,21,https://sidequestvr.com/app/2403/proshot-tennis,12k,32.4k
334,pilauncher,opensource,4.74,19,https://sidequestvr.com/app/5899/pi-launcher,12k,32.3k
335,backroomsvr,free,3.6,10,https://sidequestvr.com/app/7607/backrooms-vr,13.1k,38.3k
336,virtualspeech-vrcourses,free,3.82,11,https://sidequestvr.com/app/357/virtualspeech-vr-courses,12.9k,46.3k
337,winreality-applab,free,2.25,4,https://sidequestvr.com/app/5472/win-reality-app-lab,13.6k,27.2k
338,drumsrock,paid,4.94,33,https://sidequestvr.com/app/6871/drums-rock,10.5k,30.2k
339,nanindustry,opensource,4.85,26,https://sidequestvr.com/app/316/nan-industry,11.2k,61.2k
340,hardlightblade,free,3.06,16,https://sidequestvr.com/app/37/hardlight-blade,12.7k,32.9k
341,vrclublive,prerelease,4.29,17,https://sidequestvr.com/app/931/vr-club-live,12.1k,66.8k
342,customhome:startrek-thenextgenerationbridge,free,4.79,24,https://sidequestvr.com/app/3930/custom-home-star-trek-the-next-generation-bridge,11.2k,28k
343,playanimakerbeta,free,3.92,13,https://sidequestvr.com/app/5263/playanimaker-beta,12.5k,56.1k
344,zurvival,free,2.5,32,https://sidequestvr.com/app/521/zurvival,11.8k,55k
345,deovr,free,3.11,18,https://sidequestvr.com/app/1347/deovr,12.2k,26.6k
346,ultrarealglassbridgetournament(squidgameinspiredfitnessplatformer),paidprerelease,5.0,5,https://sidequestvr.com/app/6171/ultra-real-glass-bridge-tournament-squid-game-inspired-fitness-platformer,12.8k,28.2k
347,bartendervrsimulator,paid,4.17,6,https://sidequestvr.com/app/8701/bartender-vr-simulator,12.9k,22.9k
348,chunkyorbits,free,4.93,27,https://sidequestvr.com/app/298/chunky-orbits,10.7k,35.1k
349,feardeadhouse,paid,4.0,10,https://sidequestvr.com/app/3093/fear-dead-house,12.5k,56.3k
350,onstage-simulator,free,4.15,27,https://sidequestvr.com/app/811/onstage-simulator,11k,35.9k
351,omegablade-newtrailer!,free,4.86,7,https://sidequestvr.com/app/1978/omega-blade-new-trailer,12.6k,37.9k
352,pocketracer:sandboxengine,paid,4.5,12,https://sidequestvr.com/app/417/pocket-racer-sandbox-engine,12.2k,68k
353,rocktop,free,4.27,11,https://sidequestvr.com/app/6948/rocktop,12.2k,29.4k
354,diggingsimulator2020,free,4.0,9,https://sidequestvr.com/app/411/digging-simulator-2020,12.4k,28.9k
355,unlimitedbowling,free,4.67,3,https://sidequestvr.com/app/4971/unlimited-bowling,12.8k,18.6k
356,customhome:silenthill-apartmentroom302customhome,free,4.85,20,https://sidequestvr.com/app/4265/custom-home-silent-hill-apartment-room-302-custom-home,11k,35.7k
