name,price_type,rating,rating_count,url,click,view
arizonaranger,free,4.0,1.0,https://sidequestvr.com/app/4855/arizona-ranger,7.4k,53.4k
virtualfightingchampionship,paid,4.41,17.0,https://sidequestvr.com/app/5837/virtual-fighting-championship,5.9k,15.8k
customhome:mirrorsedge-home,free,4.62,13.0,https://sidequestvr.com/app/3978/custom-home-mirrors-edge-home,6.2k,19.7k
skydivingsimulation,free,5.0,2.0,https://sidequestvr.com/app/5904/skydiving-simulation,7.2k,28.1k
shootin'galleryvr,demo,5.0,5.0,https://sidequestvr.com/app/3386/shootin-gallery-vr,6.9k,22k
vr-cats,prerelease,4.46,13.0,https://sidequestvr.com/app/1164/vr-cats,6.2k,36.4k
duckhuntauducka,free,4.14,7.0,https://sidequestvr.com/app/619/duck-hunt-auducka,6.8k,20.9k
customhome:ovaloffice,free,3.33,9.0,https://sidequestvr.com/app/4458/custom-home-oval-office,6.7k,17.3k
customhome:mointainmovielounge(night),free,4.0,1.0,https://sidequestvr.com/app/3925/custom-home-mointain-movie-lounge-night,7.2k,20.8k
ragdollreaper,free,4.25,4.0,https://sidequestvr.com/app/3566/ragdoll-reaper,7k,23.7k
touringkartspro,paid,4.0,3.0,https://sidequestvr.com/app/4263/touring-karts-pro,7.1k,16.4k
descentalps-demo,free,2.0,1.0,https://sidequestvr.com/app/3895/descent-alps-demo,7.2k,12.4k
clearvrplayer,free,4.5,2.0,https://sidequestvr.com/app/26/clearvr-player,7.1k,35.7k
z-race,paid,4.14,7.0,https://sidequestvr.com/app/6230/z-race,6.6k,26.9k
chessvr,free,4.33,12.0,https://sidequestvr.com/app/883/chess-vr,6.1k,16.7k
herespherevrvideoplayer,paidprerelease,4.56,9.0,https://sidequestvr.com/app/7523/heresphere-vr-video-player,6.3k,14.6k
jaxon'smod,prerelease,3.81,16.0,https://sidequestvr.com/app/5159/jaxons-mod,5.9k,22.6k
engage,free,5.0,5.0,https://sidequestvr.com/app/18/engage,6.6k,25.2k
customhome:mountainhome,free,4.4,5.0,https://sidequestvr.com/app/3948/custom-home-mountain-home,6.6k,21k
pixelnightmarevr,free,3.75,8.0,https://sidequestvr.com/app/7121/pixel-nightmare-vr,6.4k,20.4k
calmspacehandtrackingdemoupdatedv0.22,free,3.33,3.0,https://sidequestvr.com/app/1369/calm-space-hand-tracking-demo-updated-v022,6.8k,33.7k
handbrush“withyourfriend”,free,5.0,1.0,https://sidequestvr.com/app/2215/hand-brush-with-your-friend,6.9k,24.3k
**oculusgoonly!!!**-realcommodore64(virtually),free,3.9,10.0,https://sidequestvr.com/app/1036/oculus-go-only-real-commodore-64-virtually,6.2k,28.7k
bullets‘n’bladesvrdemo,free,4.67,3.0,https://sidequestvr.com/app/5827/bullets-n-blades-vr-demo,6.7k,25.4k
opensettings,free,3.92,12.0,https://sidequestvr.com/app/6744/open-settings,6k,15.6k
hauntifymixedreality,paid,4.5,10.0,https://sidequestvr.com/app/5582/hauntify-mixed-reality,6.1k,17.6k
blackjack,free,4.57,7.0,https://sidequestvr.com/app/5029/blackjack,6.3k,13.7k
showdown,free,4.2,5.0,https://sidequestvr.com/app/8585/showdown,6.5k,17k
1976-backtomidway,paid,5.0,6.0,https://sidequestvr.com/app/3440/1976-back-to-midway,6.3k,18.7k
hellenkillervr,prerelease,3.75,12.0,https://sidequestvr.com/app/2544/hellen-killer-vr,5.9k,36.8k
hitmotion:reloaded-demo,free,4.63,16.0,https://sidequestvr.com/app/4555/hitmotion-reloaded-demo,5.3k,23.3k
realfit(vrfitness),paidprerelease,4.83,6.0,https://sidequestvr.com/app/1598/realfit-vr-fitness,6.2k,37.5k
breadrunners,free,3.0,17.0,https://sidequestvr.com/app/7706/bread-runners,5.8k,10.5k
allhailthecook-o-tron,paid,5.0,1.0,https://sidequestvr.com/app/3478/all-hail-the-cook-o-tron,6.7k,19.6k
customhome:starwars-stardestroyerbridge,free,5.0,2.0,https://sidequestvr.com/app/3959/custom-home-star-wars-star-destroyer-bridge,6.6k,24.1k
it'sinside,free,4.25,4.0,https://sidequestvr.com/app/1399/its-inside,6.4k,25.5k
revfix,free,3.71,14.0,https://sidequestvr.com/app/1234/revfix,5.6k,20.4k
rocketlaunchxr!,free,4.15,13.0,https://sidequestvr.com/app/713/rocket-launch-xr,5.6k,31.1k
arcadevr,free,4.78,9.0,https://sidequestvr.com/app/6812/arcadevr,5.8k,14.6k
themonkegames:agorillatagfangame,prerelease,4.62,26.0,https://sidequestvr.com/app/8331/the-monke-games-a-gorilla-tag-fangame,4.3k,9.1k
hapticfeedback-techdemo,free,4.5,12.0,https://sidequestvr.com/app/616/haptic-feedback-tech-demo,5.6k,15.4k
campmagic,prerelease,3.0,4.0,https://sidequestvr.com/app/23/camp-magic,6.4k,25.4k
supermariovr,paid,3.43,14.0,https://sidequestvr.com/app/9661/super-mario-vr,5.7k,19.7k
customhome:starwarsjedicouncil,free,5.0,4.0,https://sidequestvr.com/app/3928/custom-home-star-wars-jedi-council,6.2k,15k
customhome:starwars-imperialhangar,free,4.0,4.0,https://sidequestvr.com/app/3957/custom-home-star-wars-imperial-hangar,6.2k,16.3k
2076midwaymultiverse,free,4.83,12.0,https://sidequestvr.com/app/4551/2076-midway-multiverse,5.4k,16.8k
selfaidarcade2.0,free,4.0,4.0,https://sidequestvr.com/app/624/self-aid-arcade-20,6.2k,48.8k
surgeryquest,opensource,3.0,2.0,https://sidequestvr.com/app/1843/surgeryquest,6.4k,18k
eventide-towerdefense,prerelease,4.75,12.0,https://sidequestvr.com/app/1742/eventide-tower-defense,5.4k,20.7k
spaceshooter,paid,4.25,4.0,https://sidequestvr.com/app/3082/space-shooter,6.1k,31k
coplay,prerelease,4.26,23.0,https://sidequestvr.com/app/308/coplay,4.5k,44.7k
fakeornot,demo,4.8,10.0,https://sidequestvr.com/app/7010/fake-or-not,5.5k,13.9k
x-fitness,paid,4.38,21.0,https://sidequestvr.com/app/2750/x-fitness,4.6k,18.6k
zooma:deluxeedition(demo),demo,4.0,6.0,https://sidequestvr.com/app/3517/zooma-deluxe-edition-demo,5.9k,11.4k
stg,demo,3.69,16.0,https://sidequestvr.com/app/3359/stg,5.2k,17.1k
vertigo,free,3.18,11.0,https://sidequestvr.com/app/597/vertigo,5.7k,28k
questoramav0.3.2,free,4.37,19.0,https://sidequestvr.com/app/338/questorama-v032,4.7k,19.9k
beachbarvr,free,4.92,12.0,https://sidequestvr.com/app/999/beach-bar-vr,5.2k,22.1k
campmarshmallow,free,4.5,10.0,https://sidequestvr.com/app/1558/camp-marshmallow,5.5k,28.5k
fluxball,free,4.0,1.0,https://sidequestvr.com/app/5190/flux-ball,6.3k,26.3k
relay(beta),paid,2.63,30.0,https://sidequestvr.com/app/992/relay-beta,4.7k,29.4k
thewalkingdead:saints&sinners,paid,5.0,6.0,https://sidequestvr.com/app/6773/the-walking-dead-saints-sinners,5.7k,10.2k
ardemo,demo,4.33,9.0,https://sidequestvr.com/app/5092/ar-demo,5.5k,11.8k
otherfalls-alphademo,demo,4.91,11.0,https://sidequestvr.com/app/2653/otherfalls-alpha-demo,5.2k,28.7k
axegendvr,paid,4.87,15.0,https://sidequestvr.com/app/2285/axegend-vr,4.8k,26.9k
gorillarealism,free,4.5,16.0,https://sidequestvr.com/app/8320/gorilla-realism,4.8k,12.4k
alvr-oculusgo,opensource,4.5,2.0,https://sidequestvr.com/app/2658/alvr-oculus-go,6k,17.7k
cartridge’81,paid,4.79,14.0,https://sidequestvr.com/app/6471/cartridge-81,4.9k,17.7k
t.p.,free,4.0,8.0,https://sidequestvr.com/app/2050/tp,5.6k,29.5k
vrflowairbusa320demo,free,5.0,1.0,https://sidequestvr.com/app/5587/vrflow-airbus-a320-demo,6.1k,16.3k
thesecretofretropolisdemo,demo,4.0,8.0,https://sidequestvr.com/app/4934/the-secret-of-retropolis-demo,5.5k,14.5k
thecromwellchronicles:beastofstormyforest,demo,3.81,16.0,https://sidequestvr.com/app/1206/the-cromwell-chronicles-beast-of-stormy-forest,4.9k,14.9k
baseballpractice,free,3.0,2.0,https://sidequestvr.com/app/5259/baseball-practice,6k,13.6k
driftspace,free,5.0,2.0,https://sidequestvr.com/app/1626/driftspace,5.9k,53.2k
swarm,paid,4.67,3.0,https://sidequestvr.com/app/3867/swarm,5.8k,17.8k
intothemetaverse:act1(epcotinspiredexperience),paid,5.0,18.0,https://sidequestvr.com/app/1024/into-the-metaverse-act-1-epcot-inspired-experience,4.3k,19.7k
customhome:fnaf2office,free,4.67,3.0,https://sidequestvr.com/app/7661/custom-home-fnaf-2-office,5.8k,10.1k
grappletournament,paid,5.0,7.0,https://sidequestvr.com/app/5981/grapple-tournament,5.4k,14.5k
virtualgalleryofart,free,4.29,7.0,https://sidequestvr.com/app/667/virtual-gallery-of-art,5.5k,15.4k
ragnarock,paid,4.67,6.0,https://sidequestvr.com/app/4882/ragnarock,5.5k,16k
flyxr,paidprerelease,4.5,4.0,https://sidequestvr.com/app/2418/fly-xr,5.7k,45.5k
secretofharrowmanor2,paid,3.71,7.0,https://sidequestvr.com/app/317/secret-of-harrow-manor-2,5.5k,39.8k
galaxyforcesvr,free,5.0,9.0,https://sidequestvr.com/app/2058/galaxy-forces-vr,5.1k,25.9k
crazytanks,free,5.0,3.0,https://sidequestvr.com/app/715/crazytanks,5.7k,27.1k
skodatimemachine,free,4.36,11.0,https://sidequestvr.com/app/1556/skoda-time-machine,5k,18.5k
kitchenislandvr-thebigbite,paid,4.5,10.0,https://sidequestvr.com/app/1652/kitchen-island-vr-the-big-bite,5k,15.7k
thelastshark,demo,4.0,1.0,https://sidequestvr.com/app/3834/the-last-shark,5.8k,18.8k
starshipvr,prerelease,4.0,2.0,https://sidequestvr.com/app/3677/starshipvr,5.8k,35.5k
innerworld-mentalhealthsupportinthemetaverse,free,4.79,19.0,https://sidequestvr.com/app/2855/innerworld-mental-health-support-in-the-metaverse,4.1k,18.6k
atcvr-airtrafficcontrolsimulator,demo,4.69,13.0,https://sidequestvr.com/app/1906/atc-vr-air-traffic-control-simulator,4.7k,15.2k
hammerofthegods,free,4.11,9.0,https://sidequestvr.com/app/1027/hammer-of-the-gods,5.1k,20.1k
ironguard,paid,4.86,14.0,https://sidequestvr.com/app/6178/iron-guard,4.5k,23.7k
carroll'sriddles,paidprerelease,4.33,6.0,https://sidequestvr.com/app/574/carrolls-riddles,5.3k,26.2k
zenith:thelastcity,paid,4.83,12.0,https://sidequestvr.com/app/6674/zenith-the-last-city,4.7k,9.6k
customhome:silenthill2-observationdeckcustomhome,free,5.0,5.0,https://sidequestvr.com/app/5077/custom-home-silent-hill-2-observation-deck-custom-home,5.3k,17.8k
racemakervr,free,3.5,4.0,https://sidequestvr.com/app/8403/racemaker-vr,5.6k,15.6k
airbrigade2,paidprerelease,5.0,1.0,https://sidequestvr.com/app/3938/air-brigade-2,5.7k,26.6k
serene-handtrackinggame,free,4.14,7.0,https://sidequestvr.com/app/784/serene-handtracking-game,5.2k,17k
blowdowndemo,demo,4.67,6.0,https://sidequestvr.com/app/3588/blowdown-demo,5.2k,18.9k
voidninja,demo,5.0,5.0,https://sidequestvr.com/app/4328/void-ninja,5.3k,21.7k
atownshiptale,paid,4.9,10.0,https://sidequestvr.com/app/4914/a-township-tale,4.8k,8.7k
sniperworldzvr,free,5.0,1.0,https://sidequestvr.com/app/5327/sniper-world-z-vr,5.6k,27.3k
castlethief,prerelease,4.17,6.0,https://sidequestvr.com/app/4394/castle-thief,5.2k,18.5k
deadeyedungeon,free,4.5,10.0,https://sidequestvr.com/app/714/deadeye-dungeon,4.8k,32.3k
izzy'sbeachgamesvr,free,3.8,5.0,https://sidequestvr.com/app/4314/izzys-beach-games-vr,5.3k,19.9k
space:avrrosieartgallery,free,3.88,8.0,https://sidequestvr.com/app/1663/space-a-vr-rosie-art-gallery,5k,25k
customhome:firelinkshrine,free,4.55,11.0,https://sidequestvr.com/app/5124/custom-home-firelink-shrine,4.7k,9.7k
beatbandit(demo),demo,4.5,2.0,https://sidequestvr.com/app/1440/beat-bandit-demo,5.5k,21.9k
shurikenvr(beta),free,4.25,4.0,https://sidequestvr.com/app/5357/shurikenvr-beta,5.3k,17k
sciencesimulations(demo),demo,4.0,2.0,https://sidequestvr.com/app/190/science-simulations-demo,5.4k,31.2k
ibcricket,paid,5.0,33.0,https://sidequestvr.com/app/4542/ib-cricket,2.3k,4.7k
brushworkpainting,free,4.0,4.0,https://sidequestvr.com/app/3860/brushwork-painting,5.2k,10.6k
floatingworld,free,4.13,8.0,https://sidequestvr.com/app/9972/floating-world,4.9k,10.4k
skyboxvrvideoplayer,paid,4.5,2.0,https://sidequestvr.com/app/7285/skybox-vr-video-player,5.3k,8.5k
thebackrooms:endofreality,free,4.27,11.0,https://sidequestvr.com/app/8430/the-backrooms-end-of-reality,4.5k,12.7k
bangbangslice(alpha),prerelease,4.27,11.0,https://sidequestvr.com/app/9575/bang-bang-slice-alpha,4.6k,12.7k
rocho,opensource,4.33,6.0,https://sidequestvr.com/app/437/rocho,4.9k,13.3k
greenhellvr,paid,4.6,10.0,https://sidequestvr.com/app/8069/green-hell-vr,4.5k,9.1k
occupationalsafety&healthtraining,free,4.75,4.0,https://sidequestvr.com/app/2111/occupational-safety-health-training,5.1k,16.8k
theworldbeyond,free,4.55,11.0,https://sidequestvr.com/app/9057/the-world-beyond,4.4k,15.2k
mlbhomerunderbyvr!,paid,4.6,5.0,https://sidequestvr.com/app/4822/mlb-home-run-derby-vr,5k,10.3k
customhome:minecraft-redpearlsbridge,free,2.5,2.0,https://sidequestvr.com/app/4004/custom-home-minecraft-red-pearlsbridge,5.3k,22.7k
ark-ade,paid,4.7,10.0,https://sidequestvr.com/app/5588/ark-ade,4.5k,16.5k
laserstormarenaclient,demo,4.8,5.0,https://sidequestvr.com/app/634/laser-storm-arena-client,4.9k,22.5k
ajaxallpowerful,free,5.0,3.0,https://sidequestvr.com/app/5653/ajax-all-powerful,5.1k,14.8k
escapefromnefertiti'stomb,paid,4.17,6.0,https://sidequestvr.com/app/5562/escape-from-nefertitis-tomb,4.8k,15.9k
laid-backcamp-virtual-lakemotosu,paid,5.0,1.0,https://sidequestvr.com/app/3351/laid-back-camp-virtual-lake-motosu,5.2k,16.4k
chaoticdojo,paidprerelease,4.0,4.0,https://sidequestvr.com/app/8004/chaotic-dojo,4.9k,11.9k
titanzero,paidprerelease,4.0,9.0,https://sidequestvr.com/app/2674/titanzero,4.5k,18.2k
(m)orph~musicvrexperience,free,4.83,6.0,https://sidequestvr.com/app/1952/morph-music-vr-experience,4.6k,23.1k
polyplanes,free,3.67,3.0,https://sidequestvr.com/app/5290/polyplanes,5k,13.7k
supisland,paid,4.43,7.0,https://sidequestvr.com/app/4653/sup-island,4.6k,22k
prohibition,prerelease,3.43,7.0,https://sidequestvr.com/app/364/prohibition,4.7k,22.8k
kingdomofblades-20%offwintersale,paid,4.82,17.0,https://sidequestvr.com/app/585/kingdom-of-blades-20-off-winter-sale,3.5k,29.5k
mouserunners,free,4.71,14.0,https://sidequestvr.com/app/8319/mouse-runners,3.8k,7.1k
fingerconcerto,free,5.0,2.0,https://sidequestvr.com/app/762/finger-concerto,5k,18.8k
customhome:synthwaveno01,free,5.0,2.0,https://sidequestvr.com/app/3932/custom-home-synthwave-no01,5k,9.7k
talkingbenvr,free,4.33,6.0,https://sidequestvr.com/app/7551/talking-ben-vr,4.6k,10.6k
stadiaonquest,opensource,4.1,10.0,https://sidequestvr.com/app/509/stadia-on-quest,4.3k,17.6k
pandaclimbers,free,4.73,33.0,https://sidequestvr.com/app/8063/panda-climbers,2k,4k
dragonfist:vrkungfu,paid,4.86,7.0,https://sidequestvr.com/app/8418/dragon-fist-vr-kung-fu,4.4k,11.1k
coverdrivecricket-freedemo,demo,4.33,3.0,https://sidequestvr.com/app/1992/cover-drive-cricket-free-demo,4.8k,12.2k
customhome:residentevil4-village,free,3.5,4.0,https://sidequestvr.com/app/5595/custom-home-resident-evil-4-village,4.8k,20.1k
starquestvr,prerelease,4.67,6.0,https://sidequestvr.com/app/1093/star-quest-vr,4.5k,29.4k
smithy'skitchen,prerelease,4.29,7.0,https://sidequestvr.com/app/511/smithys-kitchen,4.4k,11.4k
fragroom,prerelease,5.0,4.0,https://sidequestvr.com/app/557/fragroom,4.6k,23.4k
fectar,free,4.64,11.0,https://sidequestvr.com/app/6420/fectar,4k,20.6k
type11,free,5.0,2.0,https://sidequestvr.com/app/7410/type-11,4.8k,15.4k
diggersim,prerelease,3.8,5.0,https://sidequestvr.com/app/4286/diggersim,4.6k,15.7k
rileykitchencook,free,3.75,4.0,https://sidequestvr.com/app/4064/riley-kitchen-cook,4.7k,18.2k
powerforce-ceruleantyphoonattack,demo,4.8,5.0,https://sidequestvr.com/app/2923/power-force-cerulean-typhoon-attack,4.5k,23k
thor:bridgekeeper,free,4.75,8.0,https://sidequestvr.com/app/6730/thor-bridgekeeper,4.2k,14.3k
customhome:tropicalisland,free,5.0,5.0,https://sidequestvr.com/app/3933/custom-home-tropical-island,4.5k,11.1k
arrowhead-medievalarcheryvr,paid,4.71,7.0,https://sidequestvr.com/app/6438/arrowhead-medieval-archery-vr,4.3k,11.3k
pangmandemoforquest,demo,4.75,4.0,https://sidequestvr.com/app/3231/pangman-demo-for-quest,4.5k,15.2k
paranormaldetective:escapefromthe80's,paid,5.0,4.0,https://sidequestvr.com/app/5930/paranormal-detective-escape-from-the-80s,4.5k,19.4k
pierheadarcadequest,paid,4.43,7.0,https://sidequestvr.com/app/2946/pierhead-arcade-quest,4.3k,11.1k
customhome:startrek-holodeck(opendoor),free,4.38,8.0,https://sidequestvr.com/app/4011/custom-home-star-trek-holodeck-open-door,4.2k,14.3k
beersandboomerangsdemo,demo,4.93,15.0,https://sidequestvr.com/app/5652/beers-and-boomerangs-demo,3.4k,10.5k
cookieclickervr,free,4.5,6.0,https://sidequestvr.com/app/2331/cookie-clicker-vr,4.4k,12.9k
keep,prerelease,2.6,5.0,https://sidequestvr.com/app/1580/keep,4.6k,25.6k
zombiesinyourhome,paid,4.82,11.0,https://sidequestvr.com/app/5594/zombies-in-your-home,3.8k,14.9k
anyimagesonwebin3d-owl3d,free,4.86,7.0,https://sidequestvr.com/app/3684/any-images-on-web-in-3d-owl3d,4.2k,15.7k
insomnia,free,3.5,2.0,https://sidequestvr.com/app/9019/insomnia,4.8k,10.8k
alittleplanetplayground,free,5.0,3.0,https://sidequestvr.com/app/5143/a-little-planet-playground,4.6k,23.7k
adventurethruinnerspace-project:snowflake-questedition,free,4.87,15.0,https://sidequestvr.com/app/1119/adventure-thru-inner-space-project-snowflake-quest-edition,3.4k,11.8k
vrviolin-hackathon2020,free,4.0,4.0,https://sidequestvr.com/app/1647/vr-violin-hackathon-2020,4.5k,11.8k
sparkballpool,free,4.9,10.0,https://sidequestvr.com/app/9978/spark-ball-pool,3.9k,6.7k
alchemypainter,free,3.6,5.0,https://sidequestvr.com/app/226/alchemy-painter,4.5k,21k
amomentincannes,free,4.0,12.0,https://sidequestvr.com/app/665/a-moment-in-cannes,3.9k,18.4k
okipullupcustomhome,free,5.0,12.0,https://sidequestvr.com/app/8862/ok-i-pull-up-custom-home,3.6k,5.7k
gibbontag,free,5.0,23.0,https://sidequestvr.com/app/10068/gibbon-tag,2.6k,3.9k
housedefender,paid,4.47,15.0,https://sidequestvr.com/app/6306/house-defender,3.5k,12.7k
bfsuperplayerdemo,free,5.0,3.0,https://sidequestvr.com/app/5880/bf-super-player-demo,4.5k,13k
customhome:robloxswordfightsontheheights,free,4.4,5.0,https://sidequestvr.com/app/8185/custom-home-roblox-sword-fights-on-the-heights,4.3k,10.1k
galaxity,free,2.0,2.0,https://sidequestvr.com/app/4651/galaxity,4.7k,18.2k
secretofharrowmanor,paid,3.33,3.0,https://sidequestvr.com/app/207/secret-of-harrow-manor,4.6k,26.9k
mysteryforest(archerydemo)[outdated],demo,4.9,10.0,https://sidequestvr.com/app/705/mystery-forest-archery-demo-outdated,3.8k,16.2k
weaponlab,free,3.8,5.0,https://sidequestvr.com/app/7673/weapon-lab,4.4k,9.4k
bodyguard2,paid,3.83,6.0,https://sidequestvr.com/app/2503/bodyguard-2,4.3k,19.9k
terragon:symbolofmagic,paidprerelease,5.0,1.0,https://sidequestvr.com/app/5076/terragon-symbol-of-magic,4.6k,22k
customhome:steamvoid,free,3.38,8.0,https://sidequestvr.com/app/3983/custom-home-steam-void,4.2k,10.1k
zombiefreeway,prerelease,4.22,9.0,https://sidequestvr.com/app/7155/zombie-freeway,4k,11.3k
yougenerationvrlive,free,5.0,1.0,https://sidequestvr.com/app/4618/you-generation-vr-live,4.6k,28.7k
nock,paid,4.57,7.0,https://sidequestvr.com/app/7488/nock,4k,7.3k
hitmotion:reloaded-mrpassthroughdemo,free,4.5,6.0,https://sidequestvr.com/app/5367/hitmotion-reloaded-mr-passthrough-demo,4.1k,18.9k
handsparkour,demo,3.82,11.0,https://sidequestvr.com/app/6688/hands-parkour,3.8k,9.4k
thattimeinjack’sbasement,free,4.33,3.0,https://sidequestvr.com/app/4549/that-time-in-jacks-basement,4.4k,13k
luckyfishbread,paid,4.5,6.0,https://sidequestvr.com/app/6621/lucky-fish-bread,4.1k,30.6k
bokitovr,free,4.94,16.0,https://sidequestvr.com/app/8472/bokitovr,3k,6.6k
monstershowdown-demo[quest2],demo,4.6,10.0,https://sidequestvr.com/app/7027/monster-showdown-demo-quest-2,3.7k,10.1k
moduliastudio-infinitemidicontroller,paid,4.2,5.0,https://sidequestvr.com/app/362/modulia-studio-infinite-midi-controller,4.1k,14.1k
dogcorp,free,3.75,4.0,https://sidequestvr.com/app/77/dogcorp,,
vrgolfrangeβ,prerelease,5.0,1.0,https://sidequestvr.com/app/4986/vrgolfrange,4.4k,10.2k
titan'srampgepre-alphademo,prerelease,4.4,10.0,https://sidequestvr.com/app/1381/titans-rampge-pre-alpha-demo,3.6k,17.2k
viruspopper,free,3.75,4.0,https://sidequestvr.com/app/2067/virus-popper,4.2k,20k
funshootingrange:awesomeweaponspracticearena,prerelease,4.0,4.0,https://sidequestvr.com/app/5486/fun-shooting-range-awesome-weapons-practice-arena,4.2k,14.4k
controltowervrdemo,demo,4.62,13.0,https://sidequestvr.com/app/671/control-tower-vr-demo,3.3k,19.2k
customhome:metalgearsolid-shadowmoseshelipadps1,free,5.0,11.0,https://sidequestvr.com/app/7767/custom-home-metal-gear-solid-shadow-moses-helipad-ps1,3.4k,10.1k
quintessence,prerelease,4.94,17.0,https://sidequestvr.com/app/1428/quintessence,,
"pewpew,stuffdiesvr",free,4.5,6.0,https://sidequestvr.com/app/1095/pew-pew-stuff-dies-vr,3.9k,13.5k
vrtravel,free,5.0,2.0,https://sidequestvr.com/app/7441/vr-travel,4.2k,17.6k
customhome:alienplanetplatform,free,4.5,2.0,https://sidequestvr.com/app/4065/custom-home-alien-planet-platform,4.2k,11.9k
creed:risetoglory-demo,free,4.0,1.0,https://sidequestvr.com/app/7289/creed-rise-to-glory-demo,4.3k,8.3k
doom1[shareware],free,2.0,1.0,https://sidequestvr.com/app/5168/doom-1-shareware,4.3k,19.3k
customhome:dragonball-godstemple,free,3.2,5.0,https://sidequestvr.com/app/3951/custom-home-dragon-ball-gods-temple,4.1k,12.9k
mantag,free,4.71,14.0,https://sidequestvr.com/app/8461/man-tag,3k,5.7k
treasureisland,free,5.0,6.0,https://sidequestvr.com/app/3903/treasure-island,3.7k,15.3k
flipout,free,3.0,2.0,https://sidequestvr.com/app/9758/flipout,4.2k,7k
drumbeatsvr,paid,3.2,5.0,https://sidequestvr.com/app/5935/drumbeats-vr,4k,9.6k
throwingpunches,paid,5.0,6.0,https://sidequestvr.com/app/4514/throwing-punches,3.7k,20.2k
boombox,paid,3.0,4.0,https://sidequestvr.com/app/4539/boombox,4k,14.7k
vrchat,free,4.64,11.0,https://sidequestvr.com/app/7006/vrchat,3.3k,6.8k
escaperoom-mysteriesofegypt,free,1.5,4.0,https://sidequestvr.com/app/4851/escape-room-mysteries-of-egypt,4.2k,9.7k
thepocketvrfootball,free,3.0,4.0,https://sidequestvr.com/app/376/the-pocket-vr-football,4k,24.7k
customhome:silenthill2-toilets/restroomcustomhome,free,5.0,4.0,https://sidequestvr.com/app/5114/custom-home-silent-hill-2-toilets-restroom-custom-home,3.9k,12.5k
yue’sphysicsplayground,paid,5.0,1.0,https://sidequestvr.com/app/5205/yues-physics-playground,4.2k,12.9k
tennisesportsdemo,demo,3.67,3.0,https://sidequestvr.com/app/5726/tennis-esports-demo,4k,8k
robotplayground,prerelease,4.81,21.0,https://sidequestvr.com/app/7639/robot-playground,2.2k,5.2k
steamliner,paid,4.27,11.0,https://sidequestvr.com/app/871/steamliner,3.3k,43.7k
customhome:tronroom,free,4.8,10.0,https://sidequestvr.com/app/8914/custom-home-tron-room,3.3k,7.4k
ascend,free,4.17,6.0,https://sidequestvr.com/app/8552/ascend,3.7k,12.1k
policeresponsevrdisturbance,paid,5.0,5.0,https://sidequestvr.com/app/8853/police-response-vr-disturbance,3.7k,7.8k
unstung,free,4.64,14.0,https://sidequestvr.com/app/2435/unstung,2.9k,12.3k
doggodash,free,5.0,6.0,https://sidequestvr.com/app/8233/doggo-dash,3.6k,6.5k
mgsvr,demo,3.89,9.0,https://sidequestvr.com/app/1600/mgsvr,3.5k,13.2k
crazyworldvr,paid,4.81,21.0,https://sidequestvr.com/app/4532/crazy-world-vr,2.2k,8.3k
monkerooms,free,4.76,17.0,https://sidequestvr.com/app/8977/monkerooms,2.6k,7.6k
partyon(betarelease),free,3.0,3.0,https://sidequestvr.com/app/3943/partyon-beta-release,4k,10.8k
customhome:gravityfalls,free,5.0,1.0,https://sidequestvr.com/app/3953/custom-home-gravity-falls,4.1k,12.2k
gmaze,free,3.38,8.0,https://sidequestvr.com/app/6747/gmaze,3.6k,11.6k
okwhat'snext,free,3.0,1.0,https://sidequestvr.com/app/4565/ok-whats-next,4.1k,19.6k
divevr:partygames,prerelease,4.5,8.0,https://sidequestvr.com/app/6486/dive-vr-party-games,3.4k,14.4k
lastouttadustin,prerelease,5.0,10.0,https://sidequestvr.com/app/1124/last-outta-dustin,3.1k,14.9k
thislittlepiggy,free,3.0,4.0,https://sidequestvr.com/app/4297/this-little-piggy,3.9k,15.4k
visitations,free,5.0,8.0,https://sidequestvr.com/app/2054/visitations,3.3k,11.6k
snakesandladders,paid,4.5,8.0,https://sidequestvr.com/app/3309/snakes-and-ladders,3.4k,13k
sensearena,free,1.0,1.0,https://sidequestvr.com/app/3464/sense-arena,4.1k,12.1k
thesimulatorforactivedistracteddriving,free,5.0,2.0,https://sidequestvr.com/app/675/the-simulator-for-active-distracted-driving,3.9k,14.5k
rcairplanechallenge,paid,5.0,1.0,https://sidequestvr.com/app/3453/rc-airplane-challenge,4k,16.4k
garygrapplehands,prerelease,5.0,1.0,https://sidequestvr.com/app/4243/gary-grapple-hands,4k,10.6k
marblepopparadise-demo,demo,5.0,8.0,https://sidequestvr.com/app/4194/marble-pop-paradise-demo,3.3k,8.2k
thecosmiclookingglass,free,4.6,5.0,https://sidequestvr.com/app/1909/the-cosmic-looking-glass,3.6k,14.5k
backrooms,free,4.33,6.0,https://sidequestvr.com/app/9200/backrooms,3.6k,9.8k
handspell,paid,4.33,3.0,https://sidequestvr.com/app/2256/hand-spell,3.8k,17.2k
monkeyverse,free,4.3,10.0,https://sidequestvr.com/app/9082/monkeyverse,3.2k,8.1k
nurse'sescape,free,4.0,2.0,https://sidequestvr.com/app/3848/nurses-escape,3.9k,13.4k
yue'svrfpvdronesimulator,paidprerelease,3.6,5.0,https://sidequestvr.com/app/3833/yues-vr-fpv-drone-simulator,3.7k,13.1k
