name,price_type,rating,rating_count,url,click,view
thenaturalist'sworkshop,free,5.0,2.0,https://sidequestvr.com/app/1408/the-naturalists-workshop,1.6k,10.6k
capyrun!,free,4.0,7.0,https://sidequestvr.com/app/8361/capyrun,1.2k,3.7k
toureon:giantancientmech,free,3.0,2.0,https://sidequestvr.com/app/5300/toureon-giant-ancient-mech,1.6k,8.4k
trainervr,paid,4.0,3.0,https://sidequestvr.com/app/5344/trainervr,1.5k,6k
moveitup,paid,3.75,4.0,https://sidequestvr.com/app/1090/moveitup,,
zombiesvr,free,3.67,3.0,https://sidequestvr.com/app/1193/zombiesvr,1.5k,15.8k
znanyeland-vr,free,3.0,1.0,https://sidequestvr.com/app/6538/znanyeland-vr,1.7k,4.2k
drakavr,free,3.25,4.0,https://sidequestvr.com/app/805/draka-vr,1.5k,8.2k
prisonbossvr,paid,2.5,2.0,https://sidequestvr.com/app/4098/prison-boss-vr,1.6k,3k
talkingmimesmustdie,free,5.0,3.0,https://sidequestvr.com/app/4872/talking-mimes-must-die,1.4k,7.7k
hotwirevr,free,4.75,4.0,https://sidequestvr.com/app/3232/hot-wire-vr,1.4k,6.7k
artofbalancing,prerelease,4.0,2.0,https://sidequestvr.com/app/2150/art-of-balancing,1.6k,8k
crabhandsvr!,free,5.0,2.0,https://sidequestvr.com/app/7101/crab-hands-vr,1.5k,4k
vaderimmortal:episodei,paid,4.75,4.0,https://sidequestvr.com/app/7257/vader-immortal-episode-i,1.4k,2.7k
dinoencountershandtrackingdemo,demo,4.33,3.0,https://sidequestvr.com/app/719/dino-encounters-hand-tracking-demo,1.5k,9.2k
blobkinblaster,prerelease,4.5,2.0,https://sidequestvr.com/app/1105/blobkin-blaster,1.5k,7k
homeyogavr,paid,4.75,4.0,https://sidequestvr.com/app/4634/home-yoga-vr,1.3k,7.5k
altdeus:beyondchronos,paid,5.0,1.0,https://sidequestvr.com/app/6764/altdeus-beyond-chronos,1.6k,9.1k
gunclubvr,paid,2.0,1.0,https://sidequestvr.com/app/7220/gun-club-vr,1.7k,4.2k
ironguard(demo),demo,4.8,5.0,https://sidequestvr.com/app/6612/iron-guard-demo,1.2k,4.9k
ellyratennis,prerelease,3.75,4.0,https://sidequestvr.com/app/2995/ellyra-tennis,1.4k,6.4k
3dscanofasnowytown,free,4.33,3.0,https://sidequestvr.com/app/2203/3d-scan-of-a-snowy-town,1.4k,10.9k
popesimulator,free,4.71,7.0,https://sidequestvr.com/app/507/pope-simulator,1k,5.7k
environmentbundletestfordevelopers,free,4.33,3.0,https://sidequestvr.com/app/6886/environment-bundle-test-for-developers,1.4k,6.6k
customhome:danganronpa-trialroom,free,5.0,3.0,https://sidequestvr.com/app/3986/custom-home-danganronpa-trial-room,1.4k,6k
basketvr,paid,5.0,1.0,https://sidequestvr.com/app/539/basket-vr,1.6k,13k
lastdayontower-actionshootinggame,paid,2.33,3.0,https://sidequestvr.com/app/7075/last-day-on-tower-action-shooting-game,1.6k,7.3k
faceyourfears2,paid,3.5,2.0,https://sidequestvr.com/app/4550/face-your-fears-2,1.5k,3.5k
beatbandit,paid,3.0,4.0,https://sidequestvr.com/app/1439/beat-bandit,1.4k,10.5k
colorball,paid,4.43,7.0,https://sidequestvr.com/app/3540/colorball,1.1k,5.8k
monkeyclimbers,free,3.8,10.0,https://sidequestvr.com/app/8962/monkey-climbers,937,2k
handtracking&industrialtrainingdemo,free,3.0,2.0,https://sidequestvr.com/app/712/hand-tracking-industrial-training-demo,1.5k,6.2k
neotricvr-pre-alphademo,demo,5.0,1.0,https://sidequestvr.com/app/3891/neotric-vr-pre-alpha-demo,1.6k,9.9k
themaintenanceroom,free,3.5,2.0,https://sidequestvr.com/app/1522/the-maintenance-room,1.5k,7.1k
customhome:silenthill2-pete'sbowl-o-ramabowlingalleycustomhome,free,4.0,1.0,https://sidequestvr.com/app/5535/custom-home-silent-hill-2-petes-bowl-o-rama-bowling-alley-custom-home,1.6k,8.9k
greenhellvrmanager,prerelease,4.5,6.0,https://sidequestvr.com/app/8341/green-hell-vr-manager,1.1k,5.3k
boulepetanque,paid,4.67,6.0,https://sidequestvr.com/app/5201/boule-petanque,1.1k,4.8k
polygonworld,free,3.0,16.0,https://sidequestvr.com/app/6034/polygonworld,689,4.5k
adventuresinspace-blackholesandbeyond,paid,5.0,2.0,https://sidequestvr.com/app/806/adventures-in-space-black-holes-and-beyond,1.4k,25.3k
afreecatv,free,5.0,2.0,https://sidequestvr.com/app/3192/afreecatv,1.4k,8.9k
hypnosisreveries,paid,5.0,2.0,https://sidequestvr.com/app/7525/hypnosis-reveries,1.4k,7.8k
thewallridehand-trackinghands-ondemoforgettinghandsy(withyourhand-trackingdevices),free,4.0,1.0,https://sidequestvr.com/app/3653/the-wallride-hand-tracking-hands-on-demo-for-getting-handsy-with-your-hand-tracking-devices,1.6k,9.8k
vraimtrainer,paid,4.33,6.0,https://sidequestvr.com/app/1126/vr-aim-trainer,1.1k,7.6k
cadenza!!,free,4.75,4.0,https://sidequestvr.com/app/1005/cadenza,1.2k,7.2k
insaneboulders,free,4.5,2.0,https://sidequestvr.com/app/693/insane-boulders,1.4k,9.6k
shmupper(alphademo),prerelease,5.0,1.0,https://sidequestvr.com/app/3664/shmupper-alpha-demo,1.5k,8.2k
spazers,free,5.0,6.0,https://sidequestvr.com/app/7810/spazers,1k,3.3k
stayathome,free,3.33,6.0,https://sidequestvr.com/app/682/stayathome,1.2k,5.4k
activitywatch,opensource,3.4,5.0,https://sidequestvr.com/app/201/activitywatch,1.3k,6.9k
mrrox,free,3.0,1.0,https://sidequestvr.com/app/3633/mrrox,1.6k,8.2k
biblevr,free,4.0,7.0,https://sidequestvr.com/app/3080/bible-vr,1.1k,6.1k
dragonfit,free,4.25,4.0,https://sidequestvr.com/app/2287/dragon-fit,1.3k,8.6k
waterspidersimulator,free,4.0,2.0,https://sidequestvr.com/app/1693/water-spider-simulator,1.5k,9.4k
catwarsvr,free,3.5,2.0,https://sidequestvr.com/app/6683/catwars-vr,1.5k,3.7k
themasterofarms[demo],demo,4.2,5.0,https://sidequestvr.com/app/492/the-master-of-arms-demo,1.2k,6.8k
dogfightelite,paid,1.0,1.0,https://sidequestvr.com/app/4661/dogfight-elite,1.6k,7.4k
vrpuzlle,free,4.67,6.0,https://sidequestvr.com/app/9240/vrpuzlle,1.1k,2.7k
customhome:marsone,free,5.0,1.0,https://sidequestvr.com/app/3955/custom-home-mars-one,1.5k,4.7k
survivar,free,3.5,2.0,https://sidequestvr.com/app/773/survivar,1.5k,9.6k
deathcubesvr,free,4.67,3.0,https://sidequestvr.com/app/627/deathcubesvr,1.3k,7.3k
ultrasclashv-supportered,paidprerelease,4.86,7.0,https://sidequestvr.com/app/6126/ultrasclash-v-supporter-ed,932,6.3k
zombiebaseball3d,free,4.0,1.0,https://sidequestvr.com/app/1969/zombie-baseball-3d,1.5k,11.5k
pandora,free,5.0,2.0,https://sidequestvr.com/app/5727/pandora,1.4k,4.9k
sortinghatvr-dragonupdate,free,5.0,3.0,https://sidequestvr.com/app/5613/sorting-hat-vr-dragon-update,1.3k,7.4k
customhome:quake3-arenagate,free,5.0,3.0,https://sidequestvr.com/app/7954/custom-home-quake-3-arena-gate,1.3k,4.7k
"fitxr-boxing,hiitanddanceworkouts",free,4.33,3.0,https://sidequestvr.com/app/7265/fitxr-boxing-hiit-and-dance-workouts,1.3k,3.3k
projectresonance,demo,4.33,6.0,https://sidequestvr.com/app/1360/project-resonance,1.1k,7.5k
forevrbowl,paid,4.0,4.0,https://sidequestvr.com/app/6596/forevr-bowl,1.3k,3k
gardenofthesea,paid,5.0,7.0,https://sidequestvr.com/app/6589/garden-of-the-sea,887,2.3k
pokerstarsvr,free,3.5,4.0,https://sidequestvr.com/app/7296/pokerstars-vr,1.3k,2.5k
seastheday!,free,3.5,2.0,https://sidequestvr.com/app/4441/seas-the-day,1.4k,7k
grunwald1410,free,5.0,5.0,https://sidequestvr.com/app/1846/grunwald-1410,1.1k,7.3k
monkchase,free,3.0,4.0,https://sidequestvr.com/app/8854/monk-chase,1.3k,3.5k
battlegroupvr,paid,5.0,5.0,https://sidequestvr.com/app/9618/battlegroupvr,1.1k,3.2k
slashmates,paid,5.0,2.0,https://sidequestvr.com/app/606/slashmates,1.4k,11.9k
particlecontrolvr,demo,5.0,1.0,https://sidequestvr.com/app/2261/particle-control-vr,1.5k,5.1k
voodoopeople®,demo,4.33,3.0,https://sidequestvr.com/app/5463/voodoo-people,1.3k,8.4k
adventuremonkey's,free,4.88,8.0,https://sidequestvr.com/app/9923/adventure-monkeys,779,1.8k
aslfingerspeller,free,4.86,7.0,https://sidequestvr.com/app/1317/asl-fingerspeller,866,2.8k
earlyaccess-thisisnotatrap,free,4.86,7.0,https://sidequestvr.com/app/2406/early-access-this-is-not-a-trap,865,4.2k
firefoxreality,free,4.5,2.0,https://sidequestvr.com/app/7211/firefox-reality,1.4k,2.1k
virtualpresentationspace,free,5.0,4.0,https://sidequestvr.com/app/622/virtual-presentation-space,1.1k,7.7k
skylect,free,5.0,2.0,https://sidequestvr.com/app/1213/skylect,1.3k,8.6k
customhome:boneknights,free,5.0,2.0,https://sidequestvr.com/app/3884/custom-home-bone-knights,1.3k,25.2k
catvr,free,5.0,1.0,https://sidequestvr.com/app/5082/catvr,1.4k,6.5k
customhome:thehobbit-ereborthrone,free,5.0,1.0,https://sidequestvr.com/app/3961/custom-home-the-hobbit-erebor-throne,1.4k,6k
hockeybockey,paid,3.0,2.0,https://sidequestvr.com/app/5534/hockey-bockey,1.4k,5k
paintover!,free,4.5,2.0,https://sidequestvr.com/app/512/paint-over,1.3k,5.3k
andromedasports,paidprerelease,5.0,1.0,https://sidequestvr.com/app/6147/andromeda-sports,1.4k,7.5k
plundering,free,3.4,5.0,https://sidequestvr.com/app/6086/plundering,1.2k,7.4k
bigbreezyboat,paid,3.67,3.0,https://sidequestvr.com/app/3769/big-breezy-boat,1.3k,4.5k
vrbrainexploration,free,4.0,1.0,https://sidequestvr.com/app/5442/vr-brain-exploration,1.4k,4k
elixir,free,5.0,1.0,https://sidequestvr.com/app/6988/elixir,1.4k,2.3k
childrenoffafnir,prerelease,5.0,4.0,https://sidequestvr.com/app/4954/children-of-fafnir,,
basketballvrgame,paid,4.0,1.0,https://sidequestvr.com/app/6823/basketball-vr-game,1.4k,5.9k
nukethemduke,paidprerelease,1.0,1.0,https://sidequestvr.com/app/4397/nukethemduke,1.5k,10.5k
vrhorrorexperience-thehut,free,5.0,1.0,https://sidequestvr.com/app/8456/vr-horror-experience-the-hut,1.4k,4.5k
sail-earlyaccess,paid,5.0,8.0,https://sidequestvr.com/app/9781/sail-early-access,720,1.6k
vrzone-socialvrartgalleries&showrooms(v0.32beta-february2021-newexhibitions!),prerelease,4.0,3.0,https://sidequestvr.com/app/429/vrzone-social-vr-art-galleries-showrooms-v032-beta-february-2021-new-exhibitions,1.3k,10.3k
virtualgoalie,paid,3.0,2.0,https://sidequestvr.com/app/292/virtual-goalie,1.4k,6.1k
ballisticmechawatchbunny,free,3.0,1.0,https://sidequestvr.com/app/5070/ballistic-mecha-watchbunny,1.4k,14k
physicsbox,demo,4.2,5.0,https://sidequestvr.com/app/8553/physicsbox,1.1k,3.7k
thedream,prerelease,4.6,5.0,https://sidequestvr.com/app/5605/the-dream,1k,3.7k
alpha-exitconditiononefullgame,paidprerelease,4.5,2.0,https://sidequestvr.com/app/6373/alpha-exit-condition-one-full-game,1.3k,6.1k
totallyrealisticspacecombatsimulator,paid,4.83,6.0,https://sidequestvr.com/app/786/totally-realistic-space-combat-simulator,899,10k
vrit,paid,5.0,2.0,https://sidequestvr.com/app/3349/vrit,1.3k,11.9k
spaceballs,free,4.0,6.0,https://sidequestvr.com/app/335/spaceballs,995,6.2k
flako,prerelease,2.67,6.0,https://sidequestvr.com/app/1107/flako,1.2k,5.4k
customhome:codelyoko-skidbladnir,free,4.67,3.0,https://sidequestvr.com/app/6157/custom-home-code-lyoko-skidbladnir,1.2k,6.3k
robotvr,free,4.6,10.0,https://sidequestvr.com/app/8386/robot-vr,553,2.1k
demeo,paid,5.0,5.0,https://sidequestvr.com/app/6637/demeo,973,3.3k
dinosaurspark,free,3.5,2.0,https://sidequestvr.com/app/5441/dinosaurs-park,1.3k,7.4k
sweetescapevr,free,5.0,3.0,https://sidequestvr.com/app/1245/sweet-escape-vr,1.2k,27.8k
grabble,paid,4.33,3.0,https://sidequestvr.com/app/8510/grabble,1.2k,5.1k
customhome:pokemon-red'sbedroom,free,5.0,1.0,https://sidequestvr.com/app/3990/custom-home-pokemon-reds-bedroom,1.4k,8.2k
therack,free,3.0,3.0,https://sidequestvr.com/app/9137/the-rack,1.3k,2.4k
virtualmarksman:bloodinthesnow,free,5.0,3.0,https://sidequestvr.com/app/4690/virtual-marksman-blood-in-the-snow,1.2k,6.7k
submarine,paid,3.0,1.0,https://sidequestvr.com/app/4825/submarine,1.4k,4.7k
victoriavr-escapetonaturegallery,free,4.0,2.0,https://sidequestvr.com/app/5319/victoria-vr-escape-to-nature-gallery,1.3k,5k
epicrollercoasters,free,5.0,2.0,https://sidequestvr.com/app/7297/epic-roller-coasters,1.3k,2.4k
squirrelmonkeys,free,5.0,5.0,https://sidequestvr.com/app/9008/squirrel-monkeys,948,2.4k
coronavrus:covid-19information&interactivescenarios,free,3.75,4.0,https://sidequestvr.com/app/1037/coronavrus-covid-19-information-interactive-scenarios,1.1k,7k
everybody'ssad,free,4.0,8.0,https://sidequestvr.com/app/1656/everybodys-sad,799,2.7k
blackholes:light&matter,free,4.75,4.0,https://sidequestvr.com/app/643/black-holes-light-matter,1.1k,4.7k
simphouseexplorer,free,4.75,4.0,https://sidequestvr.com/app/7015/simp-house-explorer,1.1k,2.7k
unplugged:airguitar,paid,3.0,2.0,https://sidequestvr.com/app/6285/unplugged-air-guitar,1.3k,3k
customhome:flashingstarfieldwithandwithoutgalaxypanorama(allsilent),free,1.0,2.0,https://sidequestvr.com/app/4010/custom-home-flashing-star-field-with-and-without-galaxy-panorama-all-silent,1.4k,6.5k
donkeykongvr,paid,4.83,6.0,https://sidequestvr.com/app/9352/donkey-kong-vr,846,3.2k
spidermonkey,prerelease,5.0,2.0,https://sidequestvr.com/app/8498/spider-monkey,1.2k,3k
healing,free,3.33,6.0,https://sidequestvr.com/app/526/healing,1k,7.5k
kurjademo,free,5.0,1.0,https://sidequestvr.com/app/7074/kurja-demo,1.3k,5.3k
ancientsoccer,free,5.0,1.0,https://sidequestvr.com/app/6076/ancient-soccer,1.3k,8.9k
vetrix,paid,5.0,4.0,https://sidequestvr.com/app/2802/vetrix,1k,6.2k
bookvarphysics10,free,1.0,1.0,https://sidequestvr.com/app/5454/bookvar-physics-10,1.4k,6.9k
hitthestarsdemo,demo,4.5,2.0,https://sidequestvr.com/app/1433/hit-the-stars-demo,1.2k,6.4k
vrsand,free,5.0,2.0,https://sidequestvr.com/app/638/vr-sand,1.2k,4.4k
xyberballvrq,free,4.0,2.0,https://sidequestvr.com/app/343/xyberball-vrq,1.2k,6.5k
drones,free,5.0,2.0,https://sidequestvr.com/app/5414/drones,1.2k,7.8k
customhome:fantasypoolhouse,free,4.0,1.0,https://sidequestvr.com/app/3941/custom-home-fantasy-pool-house,1.3k,5.5k
star-stuff,free,5.0,2.0,https://sidequestvr.com/app/8183/star-stuff,1.2k,4.4k
sustag,free,3.8,5.0,https://sidequestvr.com/app/9007/sus-tag,1k,3.7k
afterthefall®,paid,5.0,1.0,https://sidequestvr.com/app/6273/after-the-fall,1.3k,2.7k
electroknightquest2pre-alphatesting,prerelease,4.67,3.0,https://sidequestvr.com/app/4751/electroknight-quest-2-pre-alpha-testing,1.1k,8.1k
dinorunners,free,5.0,1.0,https://sidequestvr.com/app/9204/dino-runners,1.3k,3k
virusnomore,paid,3.4,5.0,https://sidequestvr.com/app/4513/virus-no-more,1k,4.9k
poly-z(newrelease),paid,5.0,3.0,https://sidequestvr.com/app/6067/poly-z-new-release,1.1k,4.8k
moon,free,5.0,2.0,https://sidequestvr.com/app/8551/moon,1.2k,5.9k
vradventcalendar,free,4.0,4.0,https://sidequestvr.com/app/5706/vr-advent-calendar,1.1k,6.1k
customhome:bubbles,free,5.0,1.0,https://sidequestvr.com/app/3887/custom-home-bubbles,1.3k,6.2k
prendo,free,5.0,3.0,https://sidequestvr.com/app/1546/prendo,1.1k,10k
transcendxr,paid,4.57,7.0,https://sidequestvr.com/app/7940/transcend-xr,736,3k
hangout,prerelease,5.0,1.0,https://sidequestvr.com/app/1391/hang-out,1.3k,9k
ontargetvrdarts,paid,5.0,4.0,https://sidequestvr.com/app/4981/on-target-vr-darts,962,2.3k
helpinghands,free,2.0,2.0,https://sidequestvr.com/app/4812/helping-hands,1.3k,5.7k
goalkeepertrainingvr,free,5.0,1.0,https://sidequestvr.com/app/5619/goalkeeper-training-vr,1.3k,7.6k
pecopeco,paidprerelease,4.5,2.0,https://sidequestvr.com/app/2003/peco-peco,1.2k,5.6k
mouserunners,free,4.5,4.0,https://sidequestvr.com/app/9171/mouse-runners,1k,1.9k
sinisterhalloweenoculusgo,free,5.0,1.0,https://sidequestvr.com/app/5548/sinister-halloween-oculus-go,1.3k,5.7k
customhome:minecraftbeachvilla,free,5.0,1.0,https://sidequestvr.com/app/9613/custom-home-minecraft-beach-villa,1.3k,2.5k
120hz-techdemo,prerelease,5.0,1.0,https://sidequestvr.com/app/3759/120hz-tech-demo,1.3k,6.5k
customhome:stylizedmonsterhouse,free,5.0,3.0,https://sidequestvr.com/app/3974/custom-home-stylized-monster-house,1.1k,5k
xrdataserver(apk&exe),free,5.0,1.0,https://sidequestvr.com/app/3274/xr-data-server-apk-exe,1.3k,4.8k
vrchat-beta,free,4.33,3.0,https://sidequestvr.com/app/10121/vrchat-beta,1.1k,3.7k
fireworks&chilldemo,demo,5.0,1.0,https://sidequestvr.com/app/711/fireworks-chill-demo,1.2k,6.1k
blaztedvrdemo,demo,5.0,2.0,https://sidequestvr.com/app/4694/blazted-vr-demo,1.1k,7.6k
gorillarooms,free,5.0,5.0,https://sidequestvr.com/app/9381/gorillarooms,852,2.7k
powernapp,free,4.0,6.0,https://sidequestvr.com/app/1218/power-napp,865,5.5k
2048blocksvr,free,4.0,3.0,https://sidequestvr.com/app/2645/2048-blocks-vr,1.1k,3.3k
ironlights,paid,5.0,2.0,https://sidequestvr.com/app/7036/ironlights,1.1k,2k
customhome:monorail,free,3.33,3.0,https://sidequestvr.com/app/3979/custom-home-monorail,1.1k,5.3k
watervr,prerelease,3.4,5.0,https://sidequestvr.com/app/481/watervr,1k,6.5k
kamecraftvr,free,2.33,3.0,https://sidequestvr.com/app/8846/kamecraftvr,1.2k,6k
rolloverranch,free,5.0,3.0,https://sidequestvr.com/app/3813/rollover-ranch,1k,5.3k
solicitudewake-up-demo,demo,4.75,4.0,https://sidequestvr.com/app/1966/solicitude-wake-up-demo,956,3.6k
thelab,free,3.75,4.0,https://sidequestvr.com/app/1191/the-lab,1k,8.1k
stackup,free,3.0,1.0,https://sidequestvr.com/app/3372/stackup,1.3k,5.7k
customhome:populationonemetropolisspawn,free,5.0,3.0,https://sidequestvr.com/app/9435/custom-home-population-one-metropolis-spawn,1k,3.1k
officeparty,paid,5.0,2.0,https://sidequestvr.com/app/8918/office-party,1.1k,3.6k
physicslab,prerelease,4.0,1.0,https://sidequestvr.com/app/5473/physics-lab,1.3k,6.8k
crazycook,paid,5.0,5.0,https://sidequestvr.com/app/8216/crazy-cook,823,2.5k
bearhunters,prerelease,3.4,10.0,https://sidequestvr.com/app/8084/bear-hunters,641,1.4k
customhome:paintedmajula,free,4.0,4.0,https://sidequestvr.com/app/6918/custom-home-painted-majula,999,4.8k
maddog2021,free,4.0,3.0,https://sidequestvr.com/app/1901/mad-dog-2021,1.1k,6k
spudsunearthed,paid,1.0,1.0,https://sidequestvr.com/app/4149/spuds-unearthed,1.3k,6.9k
virusrush,paidprerelease,4.91,11.0,https://sidequestvr.com/app/1265/virus-rush,236,6.9k
stuck,free,3.0,2.0,https://sidequestvr.com/app/404/stuck,1.2k,8.5k
shoresofloci,paid,4.83,6.0,https://sidequestvr.com/app/8940/shores-of-loci,734,3.2k
neonsprint,paid,4.33,3.0,https://sidequestvr.com/app/614/neon-sprint,1.1k,16.8k
museummultiverse(earlyaccess),paidprerelease,4.83,6.0,https://sidequestvr.com/app/6004/museum-multiverse-early-access,729,4.8k
customhome:pizza,free,5.0,2.0,https://sidequestvr.com/app/4006/custom-home-pizza,1.1k,4.9k
fantasyhunter,paid,3.0,4.0,https://sidequestvr.com/app/3721/fantasy-hunter,1.1k,6.1k
dimensionphysicspuzzles,paidprerelease,4.33,3.0,https://sidequestvr.com/app/6384/dimension-physics-puzzles,1k,4k
astralslider,free,4.0,3.0,https://sidequestvr.com/app/7405/astral-slider,1.1k,4.5k
snowfortress,paid,4.4,5.0,https://sidequestvr.com/app/251/snow-fortress,860,18.2k
spatialape,free,5.0,6.0,https://sidequestvr.com/app/4060/spatial-ape,699,8.1k
customhome:land_a0,free,4.5,2.0,https://sidequestvr.com/app/4757/custom-home-land_a0,1.1k,5.1k
avarusreturnee,free,5.0,1.0,https://sidequestvr.com/app/2934/avarus-returnee,1.2k,12k
pacebreaker:anexperimentinai-perfectedexercise(pre-release),prerelease,4.6,5.0,https://sidequestvr.com/app/5589/pacebreaker-an-experiment-in-ai-perfected-exercise-pre-release,834,3.5k
contraprototype,demo,4.5,4.0,https://sidequestvr.com/app/520/contra-prototype,932,9.6k
piratesondeckvr,paid,5.0,1.0,https://sidequestvr.com/app/4558/pirates-on-deck-vr,1.2k,5.3k
dancingbeatonvideo,paid,3.0,4.0,https://sidequestvr.com/app/5636/dancing-beat-on-video,1.1k,4.3k
battleontop,paid,1.0,1.0,https://sidequestvr.com/app/6302/battle-on-top,1.3k,4.8k
generallyrelativespacegolf,free,2.0,2.0,https://sidequestvr.com/app/4965/generally-relative-space-golf,1.2k,4k
slugplanet,free,4.75,4.0,https://sidequestvr.com/app/5637/slug-planet,901,10.8k
brunners,free,4.83,6.0,https://sidequestvr.com/app/8438/brunners,701,2.3k
wolvic,free,3.5,2.0,https://sidequestvr.com/app/7882/wolvic,1.1k,3.3k
zombieland:headshotfever,paid,3.0,1.0,https://sidequestvr.com/app/6638/zombieland-headshot-fever,1.2k,3.4k
eggrunners,free,3.67,9.0,https://sidequestvr.com/app/7961/egg-runners,610,1.8k
jumprunfun:theabyss,prerelease,2.0,1.0,https://sidequestvr.com/app/205/jumprunfun-the-abyss,1.2k,8.1k
longlivethecube,paid,5.0,4.0,https://sidequestvr.com/app/4295/long-live-the-cube,869,3.3k
phobosvr,free,5.0,2.0,https://sidequestvr.com/app/7487/phobos-vr,1.1k,8.5k
mashroom,free,1.5,2.0,https://sidequestvr.com/app/3743/mashroom,1.2k,5.5k
yogistream,free,3.57,7.0,https://sidequestvr.com/app/7933/yogistream,765,3k
clashofchefsvr,paid,5.0,1.0,https://sidequestvr.com/app/6338/clash-of-chefs-vr,1.2k,2.3k
epiccadvr,free,4.67,3.0,https://sidequestvr.com/app/803/epiccadvr,980,3.7k
ethereallandmeditation,free,4.67,3.0,https://sidequestvr.com/app/7365/ethereal-land-meditation,981,5.1k
swordslash,free,5.0,3.0,https://sidequestvr.com/app/7182/sword-slash,964,7k
tech3vrtour,free,2.0,4.0,https://sidequestvr.com/app/6021/tech-3-vr-tour,1.1k,7.4k
drilltrack,free,3.5,2.0,https://sidequestvr.com/app/1008/drill-track,1.1k,10.9k
raumvirtualcollaboration,free,5.0,5.0,https://sidequestvr.com/app/5074/raum-virtual-collaboration,753,5.1k
customhome:gameofthrones-throneroom,free,5.0,1.0,https://sidequestvr.com/app/4000/custom-home-game-of-thrones-throne-room,1.2k,4.8k
hyperlegends,free,5.0,4.0,https://sidequestvr.com/app/5140/hyper-legends,853,8.1k
rogueacesvr,free,4.8,5.0,https://sidequestvr.com/app/8142/rogue-aces-vr,774,4k
dronesimulatorvr,paid,5.0,2.0,https://sidequestvr.com/app/7362/dronesimulatorvr,1.1k,3.5k
kotcvrbasketball,paid,1.8,5.0,https://sidequestvr.com/app/328/kotc-vr-basketball,1.1k,12.4k
customhome:quietplaceintheautumn,free,4.5,2.0,https://sidequestvr.com/app/4029/custom-home-quiet-place-in-the-autumn,1.1k,4k
mission:iss:quest,free,5.0,1.0,https://sidequestvr.com/app/7219/mission-iss-quest,1.1k,1.7k
astroroxx,paid,4.25,4.0,https://sidequestvr.com/app/6402/astroroxx,900,5.2k
vrpigdissection:hoggin'thescalpel,paid,3.0,2.0,https://sidequestvr.com/app/569/vr-pig-dissection-hoggin-the-scalpel,1.1k,11.3k
contourdemo,prerelease,5.0,4.0,https://sidequestvr.com/app/6643/contour-demo,831,4k
justapiano,free,5.0,1.0,https://sidequestvr.com/app/8574/just-a-piano,1.1k,2.6k
presence,free,3.0,2.0,https://sidequestvr.com/app/4309/presence,1.1k,4.9k
vrdodgeballtrainer,paid,4.5,2.0,https://sidequestvr.com/app/8415/vr-dodgeball-trainer,1.1k,3.2k
hermetikavr,paidprerelease,3.83,6.0,https://sidequestvr.com/app/738/hermetika-vr,766,17.8k
splashfly,free,1.0,1.0,https://sidequestvr.com/app/4559/splashfly,1.2k,5.8k
passthroughmeasure,opensource,5.0,5.0,https://sidequestvr.com/app/6183/passthrough-measure,721,2.2k
rezzilplayer,paid,4.5,2.0,https://sidequestvr.com/app/5478/rezzil-player,1k,4.5k
vrlander,free,4.8,5.0,https://sidequestvr.com/app/438/vr-lander,739,3k
chamleoncrashphoton,free,4.44,9.0,https://sidequestvr.com/app/8647/chamleon-crash-photon,418,1.3k
feastoffieldsvrgraphicnovel,demo,4.5,6.0,https://sidequestvr.com/app/816/feast-of-fields-vr-graphic-novel,676,3.3k
neverout,paid,4.0,1.0,https://sidequestvr.com/app/4148/neverout,1.1k,5.9k
voxelshotvr,paid,5.0,1.0,https://sidequestvr.com/app/3973/voxel-shot-vr,1.1k,3.3k
beatthecoronavirus,free,4.43,7.0,https://sidequestvr.com/app/740/beat-the-coronavirus,588,7.8k
travelthewords!,paid,5.0,5.0,https://sidequestvr.com/app/3695/travel-the-words,709,6.9k
cityavenger-20%offwintersale,paid,3.0,3.0,https://sidequestvr.com/app/635/city-avenger-20-off-winter-sale,1k,19.3k
moss,paid,5.0,3.0,https://sidequestvr.com/app/7283/moss,907,2.4k
customhome:alienforestnight,free,4.67,3.0,https://sidequestvr.com/app/3872/custom-home-alien-forest-night,927,4.3k
zenrepublichq,prerelease,4.0,3.0,https://sidequestvr.com/app/3592/zen-republic-hq,966,5.6k
xrgraph,opensource,5.0,1.0,https://sidequestvr.com/app/1892/xr-graph,1.1k,6k
barrelon,prerelease,5.0,4.0,https://sidequestvr.com/app/5929/barrel-on,803,10.1k
yahtzee,paid,5.0,5.0,https://sidequestvr.com/app/8086/yahtzee,700,4.1k
cluster(applab),free,1.0,1.0,https://sidequestvr.com/app/6136/cluster-applab,1.2k,7.2k
flyterminator(jokedemobygamerreality),demo,5.0,3.0,https://sidequestvr.com/app/4537/fly-terminator-joke-demo-by-gamer-reality,898,4.9k
jurassicworldaftermath,paid,4.67,3.0,https://sidequestvr.com/app/6743/jurassic-world-aftermath,917,2.2k
bunnyjumpers,free,4.8,5.0,https://sidequestvr.com/app/7944/bunny-jumpers,716,1.4k
skaremaze,demo,3.75,4.0,https://sidequestvr.com/app/4329/skare-maze,893,3.5k
virtualcoaster(prerelease)[handtranking],prerelease,4.14,7.0,https://sidequestvr.com/app/626/virtual-coaster-prerelease-hand-tranking,611,4.4k
paradoxparkour!,free,5.0,3.0,https://sidequestvr.com/app/7963/paradox-parkour,891,2.2k
